25,2/8/2024,21:23:42,0,14:24:11,0,6.983333333
25,2/8/2024,21:24:41,2,0:00:00,0,0
25,2/1/2024,8:00:00,3,17:00:00,9,0
25,2/2/2024,8:00:00,3,17:00:00,9,0
25,2/3/2024,8:00:00,3,17:00:00,9,0
25,2/4/2024,8:00:00,3,17:00:00,9,0
25,2/5/2024,8:00:00,3,17:00:00,9,0
25,2/6/2024,8:00:00,3,17:00:00,9,0
25,2/7/2024,8:00:00,3,17:00:00,9,0
25,2/8/2024,8:00:00,3,17:00:00,9,0
25,2/9/2024,8:00:00,3,17:00:00,9,0
25,2/10/2024,8:00:00,3,17:00:00,9,0
25,2/11/2024,8:00:00,3,17:00:00,9,0
25,2/12/2024,8:00:00,3,17:00:00,9,0
25,2/13/2024,8:00:00,3,17:00:00,9,0
25,2/14/2024,8:00:00,3,17:00:00,9,0
25,2/15/2024,8:00:00,3,17:00:00,9,0
25,2/16/2024,8:00:00,3,17:00:00,9,0
25,2/17/2024,8:00:00,3,17:00:00,9,0
25,2/18/2024,8:00:00,3,17:00:00,9,0
25,2/19/2024,8:00:00,3,17:00:00,9,0
25,2/20/2024,8:00:00,3,17:00:00,9,0
25,2/21/2024,8:00:00,3,17:00:00,9,0
25,2/22/2024,8:00:00,3,17:00:00,9,0
25,2/23/2024,8:00:00,3,17:00:00,9,0
25,2/24/2024,8:00:00,3,17:00:00,9,0
25,2/25/2024,8:00:00,3,17:00:00,9,0
25,2/26/2024,8:00:00,3,17:00:00,9,0
25,2/27/2024,8:00:00,3,17:00:00,9,0
25,2/28/2024,8:00:00,3,17:00:00,9,0
25,2/29/2024,8:00:00,3,17:00:00,9,0
30,2/20/2024,23:23:08,0,23:23:26,0,0
30,2/20/2024,23:23:29,2,23:23:31,0,0
